article_id,article_title,pattern_slug,case_company_name,ticker,approx_date,original_approx_date,corrected_approx_date,date_uncertainty_days,case_source,case_kind,expected_detect,vision_evidence,notes,date_autocorrected,real_miss,chart_cursor_date,pattern_circle_date,corrected_approx_date_v4,date_correction_method,vision_evidence_v4,actual_slug,hit,reason,hit_dates
426EAB98127A5370FC83CB5983BDA385,07-暗夜雙星,gap_under_pressure_reversal,強茂,2481,2018-12-07,2019-03-25,2018-12-07,3,article_text,confirmed_signal,True,遇壓跳空，遇前高壓力後向下跳空缺口,[NO_OHLCV name=強茂] 單純就是紅K上漲之後股價遇到了前一波高點的壓力，隔天卻往下跳空，形狀相似於跳空反轉。  為了把三根組合做一個結論，故在此舉例補充說明。  **108-03-25,False,True,2019-03-25,2018-12-07,2018-12-07,vision_circle_position,圖06 cursor 108/3，橘圈在107/12高峰遇壓跳空 (D1 reclassified: 課程明示「遇壓跳空」不是暗夜雙星),gap_under_pressure_reversal,True,hit,2018-12-14
53E0BA326CBB753118E3F8C6232F7F0F,19-貫穿型態,piercing_pattern,上曜,1316,2022-01-20,2022-02-18,2022-02-18 00:00:00,3,article_text,confirmed_signal,True,貫穿型態，力量轉變意義大於買賣點,[NO_OHLCV name=上曜] 。  不過，這個類型的個股，如果暫時有著不錯的基本面，代表多方的拉抬已經被組檔，但並不會快速的回跌，與黑K吞噬需要的力竭背景不太相同。  **111-02-18,False,True,2022-02-18,2022-01-20,2022-01-20,vision_circle_position,紅圈在2標籤前/26-27區；01-19紅K+8% → 01-20黑K開高跌穿中值25.65,piercing_line,True,hit,"2022-01-10,2022-01-13,2022-01-20"
5CB9CD820B2BEF0AC861FFEDB89CD6B0,26-上下缺回補,gap_fill_pattern,台表科,6278,2018-09-19,2020-04-30,2020-04-30 00:00:00,3,article_text,confirmed_signal,True,攻擊跳空缺口被回補，多方熱情消失,[NO_OHLCV name=台表科] 著多方的熱情已經開始消失，雖說形態上很接近暗夜雙星，但這裡我們不討論多空轉折，單純只看組合型態中的缺口意義，一樣可以辨識力量是否改變。  **109-04-30,False,False,2020-04-30,2020-04-30,2018-09-19,unchanged,老師圈在9月中；09-18 gap down 高 34→33.45；09-19 high 34.65 = 09-18 gap top intraday touch 回補,gap_fill_down,True,hit,2018-09-19
5CB9CD820B2BEF0AC861FFEDB89CD6B0,26-上下缺回補,gap_fill_pattern,台表科,6278,2018-09-19,2019-01-10,2019-01-10 00:00:00,3,article_text,confirmed_signal,True,向下跳空後迅速回補，危機消失信號,[NO_OHLCV name=台表科] 補就表示這裡存在著一層套牢。  簡單的說，缺口回補才考慮進一步有沒有可能往多方，有可能但不一定，可是缺口沒有回補，那就暫時不用討論了。  **108-01-10,False,True,2019-01-10,2019-01-10,2018-09-19,vision_circle_position,老師圈在9月中；09-18 gap down 高 34→33.45；09-19 high 34.65 = 09-18 gap top intraday touch 回補,gap_fill_down,True,hit,2018-09-19
5CB9CD820B2BEF0AC861FFEDB89CD6B0,26-上下缺回補,gap_fill_pattern,聯陽,3014,2019-02-24,2019-02-24,2019-02-24 00:00:00,3,article_text,confirmed_signal,True,下缺未回補，套牢壓力位置說明,[NO_OHLCV name=聯陽]   也就是未來即使出現反彈，上面也還有這個缺口的壓力存在，等於是多方的天險壓力位置，這樣就可以理解當時的向下跳空有沒有快速回補的差別。  **108-02-24,False,False,2019-02-24,2019-02-24,2019-02-24 00:00:00,unchanged,下缺未回補，套牢壓力位置說明,gap_fill_up,True,hit,2019-02-15
5FCAA3846B5C453F95D59CBFE7ECEE20,15-空方單日反轉,bearish_one_day_reversal,興富發,2542,2021-11-15,2021-11-15,2021-11-15 00:00:00,3,article_text,setup_only,False,文章明示：無多方拉抬背景，空方單日反轉不成立,[NO_OHLCV name=興富發] 反轉」，因此出現日落、跳空反轉都屬於轉折訊號，差異在於如果股價並沒有先經過大幅的拉抬，也沒有跳空，光看日落就要判斷成轉折，還是太隨興。  **110-11-15,False,,2021-11-15,,2021-11-15 00:00:00,unchanged,文章明示：無多方拉抬背景，空方單日反轉不成立,,,extras_pattern_skipped,
5FCAA3846B5C453F95D59CBFE7ECEE20,15-空方單日反轉,bearish_one_day_reversal,元太,8069,2021-11-16,2021-11-16,2021-11-16 00:00:00,3,article_text,setup_only,False,文章明示：無拉抬攻擊跡象，形狀符合但力量不符,[NO_OHLCV name=元太] 歷過多方拉抬或者攻擊，不是明顯的多方趨勢之後，多方未曾施力拉抬，就沒有任何轉折力竭判斷的必要，因此形狀相符並不代表就是單日反轉的組合。  **110-11-16,False,,2021-11-16,,2021-11-16 00:00:00,unchanged,文章明示：無拉抬攻擊跡象，形狀符合但力量不符,,,extras_pattern_skipped,
5FCAA3846B5C453F95D59CBFE7ECEE20,15-空方單日反轉,bearish_one_day_reversal,創惟,6104,2021-11-12,2021-11-12,2021-11-12 00:00:00,3,article_text,setup_only,False,文章明示：才剛突破，無力竭背景,[NO_OHLCV name=創惟] 歷過多方用力拉抬、攻擊的跡象，也就沒有反轉的意義存在。  K線重意不重形，力量上的意義才是判斷的關鍵，不是以兩根轉折組合的形狀就決定。  **110-11-12,False,,2021-11-12,,2021-11-12 00:00:00,unchanged,文章明示：才剛突破，無力竭背景,,,extras_pattern_skipped,
5FCAA3846B5C453F95D59CBFE7ECEE20,15-空方單日反轉,bearish_one_day_reversal,燦坤,2430,2021-10-20,2021-10-20,2021-10-20 00:00:00,3,article_text,setup_only,False,單日反轉前置觀察，需等外側三黑確認,[NO_OHLCV name=燦坤] 清晰，卻怎樣都無法把所有的可能性囊括在內的一種轉折組合。  因此必要的狀況下，很多原理也都可以做為輔助判斷，例如**短期趨勢**也算。  **110-10-20,False,,2021-10-20,,2021-10-20 00:00:00,unchanged,單日反轉前置觀察，需等外側三黑確認,,,extras_pattern_skipped,
5FCAA3846B5C453F95D59CBFE7ECEE20,15-空方單日反轉,bearish_one_day_reversal,燦坤,2430,2021-10-22,2021-10-22,2021-10-22 00:00:00,3,article_text,confirmed_signal,True,外側三黑+短期多方趨勢線跌破，article說此日已確認,[NO_OHLCV name=燦坤] 他的輔助可以使用，那就可以回到短期趨勢來看，因為如果隔天出現再一根黑K，就會形成轉折組合中的外側三黑，再跌也會變成短期多方趨勢線跌破。  **110-10-22,False,,2021-10-22,2021-10-22,2021-10-22 00:00:00,unchanged,外側三黑+短期多方趨勢線跌破，article說此日已確認,,,extras_pattern_skipped,
666C90D7BC58F0E0E9629CAD711FD56F,04-高檔吊首,hanging_man,東和,1414,2020-11-04,2020-11-04,2020-11-04 00:00:00,3,article_text,setup_only,False,T-line 出現日，文章明示尚未成立 (high not broken),[NO_OHLCV name=東和] 這根K線的高點，就表示當日就只是單純的下影線而已；但如果跌破高檔下影線低點，那就等於是日落，表示連下影線當天低接的人，都已經開始虧損。  **109-11-04,False,,2020-11-04,,2020-11-04 00:00:00,unchanged,T-line 出現日，文章明示尚未成立 (high not broken),high_hanging_man,False,no_trigger_in_window,
666C90D7BC58F0E0E9629CAD711FD56F,04-高檔吊首,hanging_man,東和,1414,2020-11-05,2020-11-05,2020-11-05 00:00:00,3,article_text,setup_only,False,孕線後仍非日落，課程說「轉折意義並不在此」,[NO_OHLCV name=東和] ，日出攻擊結束是前一天的低點被跌破，高檔下影線的定義也是隔天開始「日落」，所以必須留意的是高檔吊首的確定點，從下影線的低點被跌破開始。  **109-11-05,False,,2020-11-05,,2020-11-05 00:00:00,unchanged,孕線後仍非日落，課程說「轉折意義並不在此」,high_hanging_man,False,no_trigger_in_window,
666C90D7BC58F0E0E9629CAD711FD56F,04-高檔吊首,hanging_man,東和,1414,2020-11-20,2020-11-20,2020-11-20 00:00:00,3,article_text,setup_only,False,文章明示「真正轉折在此處但是大敵當前，並非高檔吊首」,[NO_OHLCV name=東和] 時沒有改變力量，所以也就還沒有力竭的意義。  既然對於高檔下影線被判斷為高檔吊首的定義還不相符，表示真正有轉折意義的位置並不是在此處。  **109-11-20,False,,2020-11-20,,2020-11-20 00:00:00,unchanged,文章明示「真正轉折在此處但是大敵當前，並非高檔吊首」,high_hanging_man,False,no_trigger_in_window,
666C90D7BC58F0E0E9629CAD711FD56F,04-高檔吊首,hanging_man,東和,1414,2021-01-20,2021-01-20,2021-01-20 00:00:00,3,article_text,context_only,,回顧大敵當前，連貫記憶用，非新的pattern觸發,[NO_OHLCV name=東和] 圖還是先提供給讀者，方便大家連貫性的記憶，這個位置出現的轉折組合是「大敵當前」的型態，真正出現轉折位置是在這裡，並非之前的高檔下影線。  **110-01-20,False,,2021-01-20,,2021-01-20 00:00:00,unchanged,回顧大敵當前，連貫記憶用，非新的pattern觸發,high_hanging_man,False,no_trigger_in_window,
666C90D7BC58F0E0E9629CAD711FD56F,04-高檔吊首,hanging_man,東森,2614,2021-06-23,2021-06-23,2021-06-23 00:00:00,3,article_text,confirmed_signal,True,文章明示「定義已符合，隔天日落」,[NO_OHLCV name=東森] 獲利狀態時，期望能提前賣出股票，已經學過轉折的人，就會看到下影線以為是高檔吊首，其實還是需要經過股價有沒有要繼續攻擊或者是日落的確認。  **110-06-23,False,True,2021-06-23,2021-06-23,2021-06-23 00:00:00,unchanged,文章明示「定義已符合，隔天日落」,high_hanging_man,True,hit,2021-06-23
666C90D7BC58F0E0E9629CAD711FD56F,04-高檔吊首,hanging_man,鴻準,2354,2015-12-11,2015-12-11,2015-12-11 00:00:00,3,article_text,context_only,,低檔上影線範例（非 hanging_man），用來教倒T,[NO_OHLCV name=鴻準] ，或者股價超跌都好，可是定義沒辦法涵蓋所有不同的背景通用。  不過答案相同，只要低點再被跌破，就表示空方勢還在進行中，這一點必須理解。  **104-12-11,False,,2015-12-11,,2015-12-11 00:00:00,unchanged,低檔上影線範例（非 hanging_man），用來教倒T,high_hanging_man,False,no_trigger_in_window,
666C90D7BC58F0E0E9629CAD711FD56F,04-高檔吊首,hanging_man,鴻準,2354,2015-12-22,2015-12-22,2015-12-22 00:00:00,3,article_text,context_only,,低檔上影線後再破底範例,[NO_OHLCV name=鴻準] 以因為有了一個「倒T」就進去摸底，至少要等到「隔天」股價不再跌破低點，很多人都習慣性地有了個影子就想先搶進，這是交易上的風險擴大行為。  **104-12-22,False,,2015-12-22,,2015-12-22 00:00:00,unchanged,低檔上影線後再破底範例,high_hanging_man,False,no_trigger_in_window,
666C90D7BC58F0E0E9629CAD711FD56F,04-高檔吊首,hanging_man,佳世達,2352,2021-05-21,2021-05-21,2021-05-21 00:00:00,3,article_text,context_only,,低檔上影線示範非 hanging_man,[NO_OHLCV name=佳世達] 有支撐，那麼真的有支撐意義股價就不會跌破；低檔上影線也確實讓人以為有壓力，如果不是壓力，而是價值投資的價位顯現，那就不至於股價再破底。  **110-05-21,False,,2021-05-21,,2021-05-21 00:00:00,unchanged,低檔上影線示範非 hanging_man,high_hanging_man,False,no_trigger_in_window,
666C90D7BC58F0E0E9629CAD711FD56F,04-高檔吊首,hanging_man,元太,8069,2021-05-17,2021-05-17,2021-05-17 00:00:00,3,article_text,context_only,,低檔上影線示範,[NO_OHLCV name=元太] 於多空波動狀態下的前一個低點不容易確認。但是這個目前的回檔低點，的確帶著上影線，且暫時沒有再跌破，就同樣也不需要把上影線又視之為壓力。  **110-05-17,False,,2021-05-17,,2021-05-17 00:00:00,unchanged,低檔上影線示範,high_hanging_man,False,no_trigger_in_window,
666C90D7BC58F0E0E9629CAD711FD56F,04-高檔吊首,hanging_man,元太,8069,2021-05-18,2021-05-18,2021-05-18 00:00:00,3,article_text,context_only,,低檔上影線示範,[NO_OHLCV name=元太] 影線以為是有壓力，其實對於中期投資的角度有可能是短線籌碼的清洗，只要不是再創新低都沒有續弱的問題，所以照樣不需要把上影線單純視為壓力。  **110-05-18,False,,2021-05-18,,2021-05-18 00:00:00,unchanged,低檔上影線示範,high_hanging_man,False,no_trigger_in_window,
666C90D7BC58F0E0E9629CAD711FD56F,04-高檔吊首,hanging_man,元太,8069,2021-06-15,2021-06-15,2021-06-15 00:00:00,3,article_text,context_only,,低檔上影線示範後續,[NO_OHLCV name=元太] 跌破，就不需要停損。如果是中期弱勢，也不會遇到壓力還先反彈一下才掉下來，這也是低檔上影線出現之後，觀察這根上影線有沒有被越過的重要性。  **110-06-15,False,,2021-06-15,,2021-06-15 00:00:00,unchanged,低檔上影線示範後續,high_hanging_man,False,no_trigger_in_window,
6C03240289991A8B7F5D99C5DC2409D5,12-夜星與島狀反轉,island_reversal_bear,十銓,4967,2021-09-23,2021-09-23,2021-09-23,3,article_text,context_only,False,夜星島狀反轉，向下跳空缺口明顯,[NO_OHLCV name=十銓] 向下跳空這麼明顯，因為這樣顯然無法出貨給散戶，明確的弱勢散戶還是看得懂的，所以往往出現向下跳空成立島狀反轉時，中間已經經歷過太多天了。  **110-09-23,False,True,2021-09-23,,2021-09-23,unclear_chart_alignment,老師明示「為賦新辭強說愁」非真正島狀反轉、課程行72反例案例；圖06原本URL-only未下載,evening_star_island_reversal,False,no_trigger_in_window,
71B4F99819BB5207A78994BEC40FC79D,14-黑三兵與外側三黑,outside_three_black,燦坤,2430,2021-10-21,2021-10-21,2021-10-21 00:00:00,3,article_text,confirmed_signal,True,外側三黑第3根長黑摜破，轉折定義成立,[NO_OHLCV name=燦坤] 是在長期緩漲的個股比較容易出現。  「外側三黑」發生的個股，通常成交量都不會像是熱門股這麼大，所以通常是高價股或者冷門股比較容易出現。  **110-10-21,False,False,2021-10-21,2021-10-21,2021-10-21 00:00:00,unchanged,外側三黑第3根長黑摜破，轉折定義成立,outside_three_black,True,hit,2021-10-21
71B4F99819BB5207A78994BEC40FC79D,14-黑三兵與外側三黑,outside_three_black,燦坤,2430,2021-11-11,2021-11-11,2021-11-11 00:00:00,3,article_text,context_only,,回顧外側三黑後持股不值得留戀的結論,[NO_OHLCV name=燦坤] 得這一檔一直往上拉抬以後出得掉。  不管是哪一種可能，有轉折出現，都不值得我們留戀，這也是持有股票的風險所在，轉折組合必須看得懂才行。  **110-11-11,False,,2021-11-11,,2021-11-11 00:00:00,unchanged,回顧外側三黑後持股不值得留戀的結論,outside_three_black,False,no_trigger_in_window,
71B4F99819BB5207A78994BEC40FC79D,14-黑三兵與外側三黑,outside_three_black,前鼎,4908,2019-12-11,2019-12-11,2019-12-11 00:00:00,3,article_text,context_only,False,跳空反轉，向下跳空缺口，與外側三黑對比,[NO_OHLCV name=前鼎] 旦漲上去了就會有媒體討論，彷彿這家公司體質有所轉變一樣，事實上營運並沒有真的這麼大的改變。  ---  **對比「跳空反轉」的範例**  **108-12-11,False,True,2019-12-11,2019-12-11,2019-12-11 00:00:00,duplicate_of_earlier,老師明示「對比跳空反轉的範例」(article 14 line 48)；duplicate of gap_reversal 4908 case in article 08,outside_three_black,False,no_trigger_in_window,
92E64EAB9982ADE91CB903046E5FA04F,08-跳空反轉,gap_down_reversal,前鼎,4908,2019-12-11,2019-12-11,2019-12-11 00:00:00,3,article_text,confirmed_signal,True,跳空反轉，向下跳空缺口，與外側三黑對比,[NO_OHLCV name=前鼎] 缺口，同樣是缺口越大，空方力道越強烈。**  除了黑K吞噬、高檔長黑之外，跳空反轉是個股中最常見的組合型態，原因在於「力量」上的轉變。  **108-12-11,False,True,2019-12-11,2019-12-11,2019-12-11 00:00:00,unchanged,跳空反轉，向下跳空缺口，與外側三黑對比,gap_reversal,True,hit,"2019-12-11,2019-12-16"
92E64EAB9982ADE91CB903046E5FA04F,08-跳空反轉,gap_down_reversal,前鼎,4908,2020-07-28,2021-01-15,2020-07-28,3,article_text,confirmed_signal,True,跳空反轉，長紅後黑K再隔天向下跳空,[NO_OHLCV name=前鼎] pg)  跳空反轉的分解說明是，本來好像有一根長紅或者突破新高的紅K，隔天雖然是日出(也有可能是孕線的黑K)，再隔一天卻開盤往下跳空。  **110-01-15,False,True,2021-01-15,2020-07-28,2020-07-28,vision_circle_position,圖02 cursor 110/1/15，綠圈在109/7-8跳空反轉位置,gap_reversal,True,hit,"2020-07-27,2020-07-28,2020-07-29"
92E64EAB9982ADE91CB903046E5FA04F,08-跳空反轉,gap_down_reversal,南電,8046,2020-07-01,2020-07-01,2020-07-01 00:00:00,3,article_text,setup_only,False,文章明示：看到日出就提前賣是錯誤，不宜提前,[NO_OHLCV name=南電] 雙鴉躍空，都是很容易因為K線圖可能將會發生轉折，就打算**「提前在定義未完成時」**就趁高賣出的類型，因此延伸的說明有必要分解來細說。  **109-07-01,False,,2020-07-01,,2020-07-01 00:00:00,unchanged,文章明示：看到日出就提前賣是錯誤，不宜提前,gap_reversal,False,no_trigger_in_window,
92E64EAB9982ADE91CB903046E5FA04F,08-跳空反轉,gap_down_reversal,南電,8046,2020-07-03,2020-07-03,2020-07-03 00:00:00,3,article_text,context_only,,兩天後創新高，說明不提前反應的重要性,[NO_OHLCV name=南電] 空，打算先賣一趟，這是一種預設心理，卻忽略了突破前高要以最後一根紅K假設原理來設定出場點，只擔心股價隔天會跳空，那萬一沒有跳空出現呢？  **109-07-03,False,,2020-07-03,,2020-07-03 00:00:00,unchanged,兩天後創新高，說明不提前反應的重要性,gap_reversal,False,no_trigger_in_window,
978854A6B0757492FB6A99F8E92A41EC,03-母子晨星,morning_star_harami,統一超,2912,2018-07-30,2018-07-30,2018-07-30 00:00:00,3,article_text,context_only,,文章明示「不是母子晨星，只是孕線」,[NO_OHLCV name=統一超] 是母子晨星，而是單純的孕線組合而已，而孕線就是延續前一天的走勢震盪，但是區間縮小，沒有其他意思。  ---  **錯誤的反過來使用**  **107-07-30,False,,2018-07-30,,2018-07-30 00:00:00,unchanged,文章明示「不是母子晨星，只是孕線」,morning_star_harami,False,no_trigger_in_window,
9D8B76607439F24FB8AD2026044D988B,16-多方單日反轉,bullish_one_day_reversal,圓展,3669,2021-09-08,2021-09-08,2021-09-08 00:00:00,3,article_text,setup_only,False,文章明示：隔天繼續觀察低點，不能單純隔日確認,[NO_OHLCV name=圓展] 價再創新低，就表示依然照著多空波動原理的空方前進，那麼，雖然看起來空方已經持續很久了，可是**無力**照樣可以讓股價再繼續往空方前進。  **110-09-08,False,,2021-09-08,,2021-09-08 00:00:00,unchanged,文章明示：隔天繼續觀察低點，不能單純隔日確認,,,extras_pattern_skipped,
9D8B76607439F24FB8AD2026044D988B,16-多方單日反轉,bullish_one_day_reversal,圓展,3669,2021-10-18,2021-10-18,2021-10-18 00:00:00,3,article_text,setup_only,False,文章明示：多方單日反轉不能光靠隔日日出確認,[NO_OHLCV name=圓展] 在的角度來說，只要眼前的「低點不要再跌破」，暫時都可以先視之為反轉的可能，可是股價如果接下來又無力，沒人要買，照樣可以繼續往空方前進。  **110-10-18,False,,2021-10-18,,2021-10-18 00:00:00,unchanged,文章明示：多方單日反轉不能光靠隔日日出確認,,,extras_pattern_skipped,
AF12D42CF0CF4600F29D9C4ACA41C5B7,06-大敵當前,enemy_at_gate,東和,1414,2020-11-20,2020-11-20,2020-11-20 00:00:00,3,article_text,confirmed_signal,True,大敵當前，跌破長紅中值，遇壓阻礙定義成立,[NO_OHLCV name=東和] 頭階段的變化，往往也是一樣，連續的紅K之後卻沒有辦法把行情拉開，加上遇到前壓，在東和的例子是高點壓力在大敵當前出現時，一週以前的高點。  **109-11-20,False,True,2020-11-20,2020-11-20,2020-11-20 00:00:00,unchanged,大敵當前，跌破長紅中值，遇壓阻礙定義成立,three_red_dadi_dangqian,True,hit,2020-11-20
AF12D42CF0CF4600F29D9C4ACA41C5B7,06-大敵當前,enemy_at_gate,東和,1414,2021-01-20,2021-01-20,2021-01-20 00:00:00,3,article_text,context_only,,回顧大敵當前，連貫記憶用，非新的pattern觸發,[NO_OHLCV name=東和] 高出一些的心態，這裡就更明確的遇到了賣盤的壓力，尤其是前高黑K帶著大量，表示那個位置已經被出脫不少，套著的人往往是拉回又承接的短線客。  **110-01-20,False,,2021-01-20,,2021-01-20 00:00:00,unchanged,回顧大敵當前，連貫記憶用，非新的pattern觸發,three_red_dadi_dangqian,False,no_trigger_in_window,
E79401532D60CC63B302926C2C33FB50,02-包覆線吞噬,engulfing,康控,4943,2017-12-04,2017-12-04,2017-12-04 00:00:00,3,article_text,context_only,,反例：非攻擊背景的包覆，光看形狀是錯誤的,[NO_OHLCV name=康控-KY] 判斷出現錯誤，就像是第二個橘圈也是實體包覆，但並不是攻擊狀態中，所以出現後股價沒有因此下跌，還往上漲，所以光看圖形不考慮力量是不行的。  **106-12-04,False,,2017-12-04,,2017-12-04 00:00:00,unchanged,反例：非攻擊背景的包覆，光看形狀是錯誤的,,,extras_pattern_skipped,
E79401532D60CC63B302926C2C33FB50,02-包覆線吞噬,engulfing,聯發科,2454,2020-07-28,2020-07-28,2020-07-28 00:00:00,3,article_text,confirmed_signal,True,空頭吞噬，新高紅K被黑K包覆,[NO_OHLCV name=聯發科] 康控基本面這幾年越來越差所致。  如果股價再次突破呢？那就要有基本面更加亮眼的財報才有機會。  ---  **新的拉抬力量再次出現**  **109-07-28,False,,2020-07-28,2020-07-28,2020-07-28 00:00:00,unchanged,空頭吞噬，新高紅K被黑K包覆,,,extras_pattern_skipped,
E79401532D60CC63B302926C2C33FB50,02-包覆線吞噬,engulfing,聯發科,2454,2020-12-22,2020-12-22,2020-12-22 00:00:00,3,article_text,context_only,,五個月後型態突破，說明突破越過黑K包覆,[NO_OHLCV name=聯發科] 70323.jpg)  上圖同樣是空頭吞噬出現轉折的狀況，股價上創新高的紅K且出現有幅度的拉抬，被一根黑K包覆代表空頭吞噬的轉折意義。  **109-12-22,False,,2020-12-22,,2020-12-22 00:00:00,unchanged,五個月後型態突破，說明突破越過黑K包覆,,,extras_pattern_skipped,
E79401532D60CC63B302926C2C33FB50,02-包覆線吞噬,engulfing,佳必琪,6197,2015-08-26,2015-08-26,2015-08-26,3,article_text,confirmed_signal,True,多頭吞噬（紅包黑），空方力竭+大盤悲觀背景,[NO_OHLCV name=佳必琪] 而已，因為前一天的黑K如果不是破底、創新低的狀況，就沒有力量竭盡的可能意義，也就是空方力竭時，多方收回失土的轉折組合，這就是多頭吞噬。  **104-08-26,False,,2015-08-26,,2015-08-26,unclear_chart_alignment,圖顯示3227原相而非6197佳必琪，ticker不符無法確認日期,,,extras_pattern_skipped,
E79401532D60CC63B302926C2C33FB50,02-包覆線吞噬,engulfing,鈺太,6679,2021-05-21,2021-05-21,2021-05-21 00:00:00,3,article_text,context_only,,反例：形狀符合但無空方力竭背景，光看形狀不行,[NO_OHLCV name=鈺太] 切記的是如果黑K吞噬後股價再創新高，那麼原本的轉折意義就消失；如果低檔有紅K吞噬，後來股價卻再創新低，那就表示還是沒有存在力竭的意義。  **110-05-21,False,,2021-05-21,,2021-05-21 00:00:00,unchanged,反例：形狀符合但無空方力竭背景，光看形狀不行,,,extras_pattern_skipped,
EDFE0FB85503F88DFB6696C9EACA00D4,10-突破雙星,breakout_two_star,瑞儀,6176,2020-11-05,2020-11-05,2020-11-05 00:00:00,3,article_text,setup_only,False,文章明示：隔天黑K跌回→無資金拉抬，型態未確認,[NO_OHLCV name=瑞儀] 作為實際範例討論，對於操作我們應該要注意哪些面向？  這些面向包括：賣壓化解、頸線突破、季線扣抵、突破整理區間紅K以及隔天，遇壓問題。  **109-11-05,False,,2020-11-05,,2020-11-05 00:00:00,unchanged,文章明示：隔天黑K跌回→無資金拉抬，型態未確認,breakout_double_star,False,no_trigger_in_window,
EDFE0FB85503F88DFB6696C9EACA00D4,10-突破雙星,breakout_two_star,瑞儀,6176,2020-12-11,2020-12-11,2020-12-11 00:00:00,3,article_text,setup_only,False,文章明示：紅K後十個交易日無紅K，無力量,[NO_OHLCV name=瑞儀] 是很小，關鍵變化是隔天竟然又是黑K跌回併排的位置，這就證明了一件事：這一檔股票目前沒有任何資金想要拉抬，還是處在隨機漫步的過程中而已。  **109-12-11,False,,2020-12-11,,2020-12-11 00:00:00,unchanged,文章明示：紅K後十個交易日無紅K，無力量,breakout_double_star,False,no_trigger_in_window,
